model,auc_roc,auc_pr,logloss,brier,acc,f1,macro_f1,mcc
mlp_raw@0.50,0.9777700768011648,0.9813129678538112,0.18696702774749363,0.05632370038065879,0.9195598558148359,0.9159730479587792,0.9194130159735672,0.841540063998433
mlp_cal@0.50,0.9570196241488295,0.9322811942342548,0.765252491902317,0.2940605821567946,0.5021817491937014,0.0,0.3343015913109371,0.0
