model,auc_roc,auc_pr,logloss,brier,acc,f1,macro_f1,mcc
tabnet_raw@0.50,0.9584554707584287,0.9669956343231246,0.22971932567547348,0.07265314853175961,0.8956554733447164,0.8847926267281107,0.8947194756386739,0.8042791831002989
tabnet_cal@0.50,0.9560684639536705,0.9578698121967613,0.6794092581140323,0.25239807640539597,0.5021817491937014,0.0,0.3343015913109371,0.0
