model,auc_roc,auc_pr,logloss,brier,acc,f1,macro_f1,mcc
xlstm_raw@0.50,0.9535582159278336,0.9645458256367342,0.2388324458313125,0.0748139901109423,0.8971732119142478,0.8851694915254237,0.896037167610874,0.8106268112379938
xlstm_cal@0.50,0.9524306163443199,0.9567282800571952,0.5226953782703834,0.17783177163890385,0.8950863213811421,0.8823654541586896,0.8938449424534246,0.8075974079374263
