model,auc_roc,auc_pr,logloss,brier,acc,f1,macro_f1,mcc
xgb_raw@0.50,0.9975780796483824,0.9977914931068177,0.11345066720457571,0.026284671398134393,0.9734395750332006,0.9727520435967303,0.9734226539227175,0.9476946175334364
xgb_cal@0.50,0.9957101688980623,0.9931350530135454,0.5195587221769102,0.1928286578289393,0.5021817491937014,0.0,0.3343015913109371,0.0
