bin_left,bin_right,bin_center,count
-0.5,0.5,0.0,1106
0.5,1.5,1.0,1381
1.5,2.5,2.0,1926
2.5,3.5,3.0,1638
3.5,4.5,4.0,1548
4.5,5.5,5.0,1881
5.5,6.5,6.0,1101
