bin_left,bin_right,bin_center,count
-0.5,0.5,0.0,4622
0.5,1.5,1.0,1318
1.5,2.5,2.0,1141
2.5,3.5,3.0,842
3.5,4.5,4.0,872
4.5,5.5,5.0,404
5.5,6.5,6.0,346
6.5,7.5,7.0,226
7.5,8.5,8.0,295
8.5,9.5,9.0,149
9.5,10.5,10.0,106
10.5,11.5,11.0,95
11.5,12.5,12.0,165
