model,auc_roc,auc_pr,logloss,brier,acc,f1,macro_f1,mcc
lr_raw@0.50,0.9636966780156091,0.9715984228293875,0.2148334724903436,0.06650442637170978,0.9083665338645418,0.9013681846028181,0.9079028699807713,0.8239720936411173
lr_cal@0.50,0.9598348078128024,0.9584643454834271,0.49953386708611736,0.16952076253071435,0.9053310567254791,0.8958898393490508,0.904546067700269,0.8228911341540541
