bin_left,bin_right,bin_center,count
-0.5,0.5,0.0,3
0.5,1.5,1.0,1
1.5,2.5,2.0,4
2.5,3.5,3.0,34
3.5,4.5,4.0,121
4.5,5.5,5.0,423
5.5,6.5,6.0,1144
6.5,7.5,7.0,1607
7.5,8.5,8.0,1196
8.5,9.5,9.0,224
9.5,10.5,10.0,80
10.5,11.5,11.0,4
11.5,12.5,12.0,15
12.5,13.5,13.0,0
13.5,14.5,14.0,1
14.5,15.5,15.0,1
15.5,16.5,16.0,2
16.5,17.5,17.0,0
17.5,18.5,18.0,0
18.5,19.5,19.0,0
19.5,20.5,20.0,0
20.5,21.5,21.0,1
21.5,22.5,22.0,0
22.5,23.5,23.0,0
23.5,24.5,24.0,4
