bin_left,bin_right,bin_center,count
-0.5,0.5,0.0,34
0.5,1.5,1.0,87
1.5,2.5,2.0,292
2.5,3.5,3.0,395
3.5,4.5,4.0,621
4.5,5.5,5.0,565
5.5,6.5,6.0,615
6.5,7.5,7.0,267
7.5,8.5,8.0,726
8.5,9.5,9.0,164
9.5,10.5,10.0,510
10.5,11.5,11.0,38
11.5,12.5,12.0,273
12.5,13.5,13.0,32
13.5,14.5,14.0,74
14.5,15.5,15.0,62
15.5,16.5,16.0,44
16.5,17.5,17.0,5
17.5,18.5,18.0,22
18.5,19.5,19.0,1
19.5,20.5,20.0,38
