bin_left,bin_right,bin_center,count
-0.5,0.5,0.0,519
0.5,1.5,1.0,699
1.5,2.5,2.0,916
2.5,3.5,3.0,783
3.5,4.5,4.0,701
4.5,5.5,5.0,770
5.5,6.5,6.0,477
