bin_left,bin_right,bin_center,count
-0.5,0.5,0.0,2062
0.5,1.5,1.0,618
1.5,2.5,2.0,522
2.5,3.5,3.0,411
3.5,4.5,4.0,424
4.5,5.5,5.0,196
5.5,6.5,6.0,181
6.5,7.5,7.0,112
7.5,8.5,8.0,132
8.5,9.5,9.0,62
9.5,10.5,10.0,48
10.5,11.5,11.0,33
11.5,12.5,12.0,64
